food_item,energy_kcal,carbs,protein_g,fat_g,free_sugar_g,fibre_g,cholesterol_mg,calcium_mg,nutrition_density,health_risk_score,is_spice_condiment
Cold chocolate souffle,187.53,17.22,6.37,10.86,15.31,0.0,98.07,62.91,17.152695164770773,36.48842495085181,False
Stewed fruit (with pear),74.32,18.22,0.25,0.32,17.67,2.84,0.0,5.94,12.482623599411024,27.367953049715965,False
Apricot fool,240.79,33.64,1.54,11.35,21.29,1.0,27.58,26.37,10.927622255304538,40.30421601515281,False
Pavlova,200.6,21.84,1.84,12.29,20.37,0.06,31.94,23.0,9.759364716440203,39.519228163338994,False
Apple crumb pudding,220.85,35.17,1.54,8.87,27.69,1.33,21.68,38.49,11.228730410166452,44.26950652321615,False
Steamed cake with chocolate sauce,301.91,29.06,4.49,19.01,19.72,0.29,78.72,67.76,14.657634198782333,45.24873906783599,False
Hot lemon souffle,155.25,16.31,5.29,7.93,12.07,0.14,116.79,48.77,15.922145845036965,33.35236090803571,False
Gulab jamun with milk powder,471.15,28.24,0.85,40.15,27.04,0.05,1.25,26.13,7.19003170933801,59.68532672255663,False
Chum chum,130.05,28.27,1.52,1.92,27.84,0.02,0.1,62.58,9.976502028525637,39.30768427568696,False
Dil bahar,130.05,28.27,1.52,1.92,27.84,0.02,0.1,62.58,9.976502028525637,39.30768427568696,False
Rasbhari,130.05,28.27,1.52,1.92,27.84,0.02,0.1,62.58,9.976502028525637,39.30768427568696,False
Rajbogh,133.7,28.16,1.71,2.28,27.66,0.11,0.1,63.23,10.403835148589046,39.22828820486829,False
Rasgulla,118.64,25.79,1.38,1.75,25.4,0.01,0.09,57.09,9.885952556225373,36.84299198929044,False
Rasmalai,135.55,29.17,1.61,2.11,28.71,0.07,0.09,62.31,10.070076898437614,40.22259303055273,False
Khoa coconut burfi,411.45,36.55,9.98,26.01,35.6,4.07,0.0,309.84,33.52618451192717,55.47274798461204,False
Danedar burfi,102.68,12.33,3.24,4.72,11.98,0.09,0.0,107.53,15.307866808815245,24.552346381728412,False
Semolina burfi (Suji/Rava burfi),348.67,47.1,3.47,16.86,28.67,2.8,39.41,14.86,15.113904611522905,50.35567857163703,False
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.18,17.02,1.75,12.66,16.11,4.29,5.11,21.76,17.152725093298947,31.68332067992972,False
Khoa ladoo,396.02,34.43,12.21,24.09,33.37,3.08,0.0,358.61,36.51860817630948,52.053746857597574,False
Wheat and gram flour ladoo (Atta besan ladoo),501.7,50.5,9.38,29.86,18.46,6.01,60.99,35.27,29.455953766426624,46.35078825000939,False
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),441.84,48.02,5.44,25.45,19.79,4.27,58.8,18.04,20.88565771822669,47.02361217777037,False
Sesame chickpeas brittle (Til aur channe ki chikki),282.74,50.49,8.5,4.66,36.48,5.54,0.0,150.73,29.79213987780407,45.902091909652384,False
Murmura chikki,253.82,59.59,2.12,0.32,48.27,0.37,0.0,63.3,9.145270742696669,59.6231450836343,False
Masala onion pakora/pakoda (Pyaaz ke pakode),551.64,6.48,2.05,57.61,1.58,1.44,0.0,11.06,12.941319517785224,43.152395719993045,False
Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.76,5.55,2.22,71.01,0.27,1.34,0.0,8.58,12.725111460653483,49.175770747860426,False
Chicken pakora/pakoda,590.09,4.55,6.03,60.98,0.22,0.96,11.98,9.08,17.33242363184373,43.333752414880834,False
Fish pakora/pakoda,577.03,4.55,5.97,59.52,0.22,0.96,9.04,12.65,17.40350084836925,42.38020746096192,False
Paneer cutlet,672.2,7.62,4.59,69.38,2.52,0.39,0.0,107.86,16.945955579461657,50.26269348180587,False
Sago cutlet/vadas (Sabudana cutlet/vadas),558.76,11.23,0.56,56.97,0.1,0.54,0.0,5.43,9.491899705785029,42.80468016882424,False
Poshtik cutlet,496.45,7.39,2.0,50.94,0.32,1.35,0.0,14.94,13.140167561823471,38.54825626785442,False
Egg cutlet (Anda cutlet),575.02,5.77,2.45,60.25,0.2,0.58,45.0,16.22,12.138539747683122,46.41465157400047,False
Minced meat cutlet,531.86,5.61,5.1,54.47,0.31,0.4,16.5,20.82,15.6678087113743,40.812445362246095,False
Vegetable samosa,443.11,13.22,2.21,42.22,0.74,1.52,4.06,10.37,13.713785921696413,34.82142901825392,False
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.5,9.7,4.39,76.32,0.16,2.27,0.0,10.6,17.032053615967634,51.27953328146948,False
Masala urad dal vada,703.78,9.93,4.32,71.62,0.7,2.71,0.0,11.87,17.76935898210026,49.024561915635175,False
Khaman (dhokla),54.73,5.36,1.92,2.8,1.36,1.49,0.0,5.31,14.113389148566887,13.014902963604662,False
Instant dhokla,207.11,24.11,7.66,9.37,6.86,3.57,2.59,66.58,26.063601104340556,20.47903050834809,False
Tomato ginger chutney (Tamatar adarak ki chutney),44.66,9.11,1.05,0.32,6.31,2.14,0.0,23.63,14.112696164104314,16.442636293842313,False
Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65,8.22,1.53,0.36,5.48,2.63,0.0,47.59,16.341824134307373,15.240999244688942,False
Coriander chutney (Hare dhaniye ki chutney),42.86,8.16,1.38,0.37,5.5,2.47,0.0,39.8,15.650715450998737,15.386009134293918,False
Gooseberry chutney (Amla chutney),43.02,8.83,1.44,0.62,0.06,4.58,0.0,46.4,19.992643859795432,9.453620966444749,False
Walnut chutney (Akhrot ki chutney),370.43,8.91,9.44,33.46,4.4,3.04,3.33,119.57,28.74661403291998,29.785013533786653,False
Saunth/Sonth chutney with ginger,84.22,20.62,0.28,0.11,19.04,0.31,0.0,15.17,8.447190806750402,30.028461457259564,False
Gun powder chutney,312.34,47.65,21.55,2.67,1.16,13.95,0.0,68.87,62.25523852351983,4.3865397095953576,True
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,346.36,36.72,12.88,15.88,10.41,13.16,0.0,73.55,48.435173315933156,21.94360014302585,False
Curd mint dip ,76.13,9.11,4.82,2.44,7.83,0.77,8.34,172.79,20.8904215212868,18.955744334784864,False
Curd vegetable dip,56.21,6.04,3.88,1.94,5.42,0.63,6.59,129.58,18.44862557754,16.49216164506734,False
Mayonnaise vegetable dip,241.27,4.8,3.01,23.44,4.39,0.41,29.91,91.42,15.326370352965089,29.006676127039338,False
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.68,20.51,4.03,6.31,1.79,2.1,13.52,76.75,19.758223649384774,16.45039432555371,False
Tomato sandwich (grilled),189.92,21.29,6.26,9.39,2.58,1.91,24.95,150.9,24.32884779983742,19.01875897821079,False
French sandwich (toasted),186.75,14.82,6.82,11.51,1.82,1.37,104.86,100.73,22.515672263919498,24.0198405074662,False
Peanut butter cucumber sandwich,243.33,29.76,9.04,10.56,2.91,3.35,0.0,95.35,28.727540396832072,17.517421061163077,False
Mint and peanut sandwich,273.59,31.83,7.18,13.88,2.78,3.67,21.7,114.99,27.252793834001498,21.155699610452263,False
Spicy chutney sandwich,249.58,34.03,8.74,9.58,3.96,3.73,2.86,154.53,30.58301400115772,18.378907919622446,False
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),285.78,22.62,12.58,16.77,1.77,1.53,31.68,78.45,29.745404079143047,21.046599558421292,False
Rolled sandwich,293.07,34.69,6.45,15.29,2.7,2.07,35.25,117.68,23.64707984041692,23.952439100477584,False
Ribbon sandwich,239.26,24.76,6.26,13.37,4.66,2.92,34.85,157.85,25.845758699769934,23.482852864256905,False
Checker board sandwich,348.37,25.94,7.37,24.65,2.9,2.22,64.42,188.02,26.828408153758105,29.96215706203876,False
Submarine sandwich,216.92,13.6,6.09,15.32,2.5,1.24,62.46,72.35,20.47142414228784,24.334870665790678,False
Cheese open sandwich,274.07,28.42,9.84,14.24,3.24,1.74,28.38,256.25,31.58649978956231,22.03403069211799,False
Sunset and sunrise open sandwich,241.31,18.89,8.58,15.14,1.95,1.39,123.49,114.07,25.07292527691136,27.05393694066811,False
Danish luncheon sandwich,193.82,17.77,9.03,10.1,1.13,1.52,124.4,77.13,25.017801040337172,23.325657324667485,False
Chicken and corn open sandwich,188.16,19.21,8.63,8.83,2.48,1.67,31.78,65.13,24.547154745639766,18.29344975464184,False
Chocolate sponge cake,239.86,39.54,9.13,5.51,25.0,0.52,173.46,33.99,19.616988771667117,47.93813693928203,False
Chocolate swiss roll,306.08,26.97,6.01,19.76,18.83,0.29,138.28,42.79,15.829619874286394,47.89863915668528,False
Lemon curd filling,225.62,26.41,3.43,12.58,26.13,0.0,118.13,16.39,10.670556334765845,50.167966614292396,False
Jam filling,184.62,46.15,0.0,0.0,41.54,0.0,0.0,0.0,4.670539854482074,52.90016086648758,False
Chocolate pastry,243.37,32.24,7.05,10.12,22.34,0.32,121.03,50.7,17.383861987198692,44.854513108419994,False
Assorted pastry,230.74,31.99,6.78,8.91,19.7,0.43,131.02,47.2,17.392470967409416,42.43928769510863,False
Orange gateau,178.05,27.01,4.78,6.02,18.33,0.68,87.91,41.69,15.383195207918405,37.01025373737254,False
Black forest gateau,217.82,30.57,5.94,8.58,21.97,0.28,107.21,46.79,15.872775071100564,43.02076622830234,False
Lemon cake,373.85,43.1,5.29,20.63,25.84,0.62,123.01,32.77,14.376664103056724,55.23888753387739,False
Dundee cake,396.62,41.4,7.78,22.7,21.3,1.81,111.12,58.11,20.819019845687237,50.00378672436855,False
Victorian sandwich cake,373.09,44.74,5.18,19.83,28.18,0.59,117.02,36.25,14.069267452018012,56.753204649354004,False
Chocolate eggless cake,312.01,43.45,6.66,13.19,34.2,0.32,35.49,185.38,19.681488411938044,53.01605401695696,False
Orange eggless cake,355.62,52.65,7.16,13.82,37.87,0.56,40.97,205.84,20.88479360201689,57.55595088685927,False
Chocolate glace icing,436.29,62.43,3.22,20.8,59.88,0.0,44.49,26.75,7.028726376907455,83.78901940199195,False
Butter icing,500.72,71.64,0.19,25.37,71.64,0.0,65.74,12.48,1.1916444971898734,100.0,False
Chocolate butter icing,469.59,61.72,3.21,24.77,59.82,0.0,54.9,31.87,7.040943741029528,86.49798367084635,False
Almond biscuit (Badam ke biscuit),407.74,52.14,6.25,19.7,22.19,1.5,73.79,44.05,17.950310343688486,48.47202640955496,False
Orange biscuit,354.78,62.11,3.63,11.01,42.63,0.75,51.51,20.35,10.677987656608401,62.86245668980662,False
Gingerman biscuit,357.43,55.24,6.26,12.73,21.64,2.0,70.42,41.35,18.951631541333747,43.98470305421374,False
Coffee drops,443.07,43.06,7.57,27.16,18.27,1.88,94.23,57.09,20.881511058763092,48.8268212873472,False
Christmas biscuit,406.07,60.97,5.67,15.88,26.01,2.17,64.54,29.07,17.56006408203293,49.900900260335895,False
Christmas wreath biscuit,386.05,58.07,5.43,15.01,24.89,2.28,60.87,29.71,17.606096879217578,47.94985606597098,False
Christmas bell biscuit,404.85,60.79,5.66,15.84,25.94,2.33,64.34,32.0,17.90727479864127,49.70688371684561,False
Christmas star biscuit,392.03,74.54,3.54,10.04,53.05,1.47,35.98,22.75,10.757352967595953,71.50978333186849,False
Christmas tree biscuit,385.63,58.41,5.43,15.0,24.77,2.65,60.87,35.04,18.38821316456307,47.64090563269552,False
Chocolate cream shells,427.17,59.26,5.1,19.34,34.72,0.9,80.56,28.53,13.638206726276104,61.325318897263585,False
Jelly biscuit,404.61,55.24,4.23,19.33,29.76,2.02,44.67,36.46,15.230357683622104,53.86461252909937,False
Cherry and walnut cookies,422.6,59.35,5.63,18.75,30.37,1.3,60.15,46.27,16.0497616644485,55.390492099079694,False
Cheese straws,382.0,30.61,9.83,24.28,1.79,1.29,201.93,160.64,27.419328765597395,37.64505263214757,False
Butterfly biscuit,341.45,25.33,9.98,22.11,2.44,1.02,169.12,202.49,28.485095714459234,34.609413963885416,False
Flan pastry,445.8,47.84,6.72,25.04,6.22,1.58,102.33,21.85,19.533125161771988,38.239576097420695,False
Fruit flan,261.35,34.71,3.3,12.48,9.52,0.71,49.52,19.28,13.698985340593246,31.297871125766324,False
Orange cream flan,280.28,36.16,4.73,13.59,25.27,0.63,119.55,27.9,13.78748715559475,50.20995621519768,False
Fruit puree tart,286.5,30.42,3.35,16.83,9.79,1.31,42.87,19.64,14.659526829620066,32.861491606636086,False
Apple banana pie,243.99,32.12,3.13,11.39,12.96,1.89,24.66,21.23,15.230533506283068,31.571301181194478,False
Lemon chiffon pie,259.31,27.63,4.88,14.52,11.39,0.66,70.3,34.43,15.836041553765744,34.33463842059002,False
Orange chiffon pie,207.57,23.14,3.89,11.16,10.46,0.7,53.94,30.34,14.730161717799117,30.534000193437404,False
Cream buns,215.74,14.16,4.45,15.81,5.95,0.31,93.93,45.27,15.519908469252924,30.694247248691603,False
Savoury puffs,190.79,10.8,9.51,15.24,4.51,0.33,70.73,68.83,23.13437176526142,25.147482657557912,False
Choux swans,216.34,14.92,4.35,15.6,6.13,0.35,92.21,44.67,15.426986113285807,30.711285452385304,False
Potato aigrettes,530.03,8.01,2.35,54.24,0.73,0.45,49.7,9.2,11.664484300871583,44.22134594418691,False
Cream horns,408.23,23.12,3.42,33.55,7.12,0.6,93.08,30.93,13.63200356878669,42.376466738654955,False
Savoury cheese horns,295.15,21.38,5.66,20.71,2.74,0.73,50.63,121.83,20.353111092940896,27.850724924522904,False
Paneer patties,338.58,22.79,7.6,23.96,4.04,1.18,45.19,129.9,23.66767946156814,29.77357377653984,False
Vegetable patties ,261.92,20.98,4.01,17.74,1.49,2.62,39.33,18.96,18.568716962268848,23.95280072836102,False
Pearl millet infant food (Bajra shishu aahaar),362.44,62.1,11.98,6.62,26.06,7.84,0.0,118.52,38.24943740047132,36.36100456015824,False
Sajina,345.26,66.87,10.81,3.03,25.89,7.62,0.0,54.4,34.57871722380072,35.16969667666082,False
Cereal mix ,120.81,21.84,3.32,2.02,10.68,2.03,0.0,21.4,16.297612329934537,21.839773159267242,False
Pulse mix,83.29,16.0,3.16,0.54,6.59,2.25,0.0,14.93,16.752028768338146,16.736641479816367,False
Shishu ahar,93.37,17.42,2.61,1.43,6.61,1.02,0.0,13.78,13.929986276278502,18.129881119227065,False
Cereal pulse mix with amylase rice flour,151.57,27.8,4.27,2.74,8.84,3.47,0.0,12.61,19.8369321094605,19.999629390297976,False
Banana groundnut paste/puree,213.19,36.15,4.27,5.45,31.67,1.7,0.0,74.93,16.202581095786503,43.89542640050097,False
Rice dal porridge (Chawal dal ki khichdi/khichri),383.33,65.04,10.8,8.33,26.54,4.51,0.0,50.46,29.095521909858164,40.01115659372946,False
Lentils and semolina porridge (Dal suji porridge/daliya),117.29,23.19,3.26,1.06,13.84,1.44,0.0,44.74,15.606519183014235,24.617387344464717,False
Spinach khichri (Palak khichri/khichdi),102.18,17.35,3.43,1.91,0.21,1.56,0.0,10.43,16.467796054744834,12.090862919965563,False
Vegetable mix,174.21,36.02,4.7,0.94,27.36,1.93,2.2,90.06,18.154229054156783,37.415518018986255,False
Lentils and wheat porridge (Dal wheat porridge/daliya ),52.54,8.36,2.71,0.94,0.92,1.28,0.0,26.28,15.497804002174206,11.71804024563533,False
Maize porridge,89.57,15.64,2.14,1.89,7.69,1.68,0.0,17.02,14.380942296074295,19.035437126083284,False
Spinach peanut burfi (Palak aur mungfali ki burfi),105.37,13.59,3.36,4.39,11.5,2.07,0.0,40.95,16.864368212398933,23.013714564952394,False
Split bengal gram burfi/fudge (Channa dal burfi),287.36,54.63,4.65,7.09,43.38,2.06,15.06,16.44,14.225861215905748,57.33777068170937,False
Chickpea flour cookies (Sweet besan rounds/cookies),207.01,39.64,4.29,3.42,30.66,2.56,6.15,54.95,17.205413582624935,42.08477358848917,False
Pearl millet mathri (Bajra mathri),785.08,7.42,1.82,83.12,0.16,1.36,6.55,4.63,11.795542579380644,56.40205267459561,False
Sesame biscuit (Til ke biscuit),424.03,53.65,8.27,19.34,29.73,6.83,28.19,298.06,36.17369110818318,49.19272271519312,False
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),657.57,8.68,4.05,67.19,0.35,2.65,0.0,20.5,17.72150821713771,46.288501778170605,False
Poshtik namak paras,613.39,19.52,6.49,56.58,0.87,4.55,14.3,60.74,25.388356348811648,41.077264009767674,False
Soya chikki,423.7,62.89,7.18,15.51,45.47,3.55,32.71,81.25,21.377646840495338,64.51275630900999,False
Besan bathua chilla/cheela,373.82,40.65,11.48,18.57,1.45,7.79,40.83,64.75,38.19380801786269,21.191758756594453,False
Wheat flour and nuts ladoos (Atta nuts ladoos),391.9,44.31,9.46,19.19,15.94,7.3,25.45,127.29,35.034971563073285,35.03885288782253,False
Gram flour and semolina dhokla (Besan suji dhokla),198.91,25.92,8.52,7.1,2.58,4.59,1.39,66.66,29.393643335230642,14.70131572137834,False
Atta dal burfi ,298.8,40.64,6.66,12.47,21.08,4.08,23.81,17.07,22.46036037576833,37.951738170105884,False
Soya roti,283.96,40.03,9.18,9.23,1.58,8.71,0.02,53.42,36.716669906434156,13.998159965431281,False
Poshtik khichdi/khichri,93.37,15.64,3.04,1.88,0.26,2.0,0.0,30.41,17.268879094434958,11.861815459590368,False
Namkeen daliya,295.11,49.32,8.29,7.99,0.82,8.57,0.0,35.98,34.90405344860668,13.5605552539222,False
Sprouts upma ,316.25,44.96,9.5,10.44,1.67,7.16,0.0,36.78,34.02621044492499,15.87485854182938,False
Semolina idli (Suji/Rava idli),206.39,33.67,9.34,3.47,3.42,5.85,3.48,100.85,33.526091226051754,13.547539474379143,False
Poshtik chilla/cheela,159.53,27.47,4.85,3.04,1.22,4.91,0.0,18.18,23.945341943366337,12.414794212327894,False
Stuffed bittergourd (dry) (Bharwa karela),217.65,2.49,1.29,22.38,0.07,3.0,0.0,16.72,15.767879381838563,21.71114096468833,False
Cauliflower potato canjee,16.79,2.63,0.57,0.39,0.13,0.69,0.0,6.78,11.259726267589173,11.168333244897696,False
Creamed spinach,96.91,4.44,5.18,6.39,1.59,1.33,59.6,122.3,21.241814555507048,17.893098815621777,False
Mango milkshake with ice cream (Aam milkshake ice cream�ke�saath),68.35,9.18,1.93,2.8,9.11,0.23,1.3,69.36,13.068608282241783,21.058000810016182,False
Pineapple milkshake with ice cream (Ananas milkshake ice cream�ke�saath),68.49,9.33,1.93,2.75,9.2,0.42,1.3,68.78,13.358127922586124,21.029315191816526,False
Orange milkshake with ice cream (Narangi milkshake ice cream�ke�saath),67.82,9.15,1.95,2.75,9.0,0.16,1.3,69.8,13.004604069474698,20.95669726005007,False
Woodapple juice (Bel ka sharbat),34.18,6.51,0.63,0.7,5.75,1.03,0.0,11.85,11.436349123056168,16.561063122435154,False
Sattu drink,23.38,5.16,0.56,0.14,3.96,0.4,0.0,1.59,10.20872275272172,14.851649886156988,False
Apple and honey sorbet (Seb aur shehad ka sharbat),121.3,30.74,0.15,0.29,29.18,1.13,0.0,9.11,8.355653075944046,39.74711055263437,False
Thandai,101.18,9.13,3.59,5.89,8.21,0.8,0.0,112.31,17.46236243900542,21.004396021874612,False
Cucumber sharbat (Kheere ka sharbat),27.28,6.64,0.26,0.06,5.46,0.78,0.0,6.49,10.42749401107845,16.198753279710864,False
Apple oats chia seed smoothie,85.64,13.07,3.49,2.48,5.76,1.44,4.32,88.89,18.033603342562724,17.250565170196605,False
Nannari sharbat,88.79,23.62,0.01,0.01,23.58,0.0,0.0,2.67,6.731794324060065,34.47569861203793,False
Semolina milk drink (Thari kanji),44.16,6.93,0.98,1.36,3.88,0.72,0.93,8.26,11.453116745663701,15.391726506560328,False
Saffron milk (Kesariya doodh),102.18,12.64,3.17,4.57,12.5,0.14,0.0,110.88,15.344589784259513,24.963569049174144,False
Black rice kheer (Chak-hao kheer),147.94,22.93,4.37,4.91,12.57,0.76,0.0,94.89,17.4369967389629,25.375157489058022,False
Coconut kheer (Nariyal ki kheer),162.61,14.42,3.4,10.55,13.73,1.53,3.22,89.52,17.032129318179493,28.89156580654456,False
Apple sago payasam (Seb aur sabudana ki kheer),136.5,14.4,3.13,7.66,10.63,0.38,10.85,102.11,15.517470362920463,25.67118221176701,False
Kesari bath,244.57,31.38,2.4,12.59,20.16,1.65,27.84,7.7,12.683568756541453,39.13297041765495,False
Putharekulu,318.3,59.61,3.66,7.55,23.86,1.75,18.39,6.11,14.139001039385459,41.264152879536475,False
Mango malpua,334.64,12.84,1.65,30.67,4.96,2.08,75.21,10.64,13.558465574193592,36.625322972249194,False
Mango vanilla custard,147.63,18.41,3.43,7.04,14.62,0.99,0.35,84.86,16.032403139997232,28.23933332430586,False
Kiwi granola pudding,280.99,32.33,5.6,15.36,15.08,3.71,20.27,62.2,22.372531078359508,33.49927707374852,False
Oats burfi,425.19,62.47,8.89,17.27,32.93,4.96,10.33,128.58,28.700463626661822,50.99198826365382,False
Lotus seed halwa (Kamal gattay ka halwa),370.55,39.56,7.79,20.69,9.8,0.42,45.24,82.84,20.715637090034193,34.899245015181556,False
Amaranth ladoo (Rajgira ladoo),454.15,51.33,10.12,22.7,19.92,5.11,33.64,144.58,32.21687012524494,42.6019233164734,False
Chhena poda,344.57,33.64,13.68,17.94,30.65,1.4,3.31,295.29,34.251369792746715,46.79109760480385,False
Sweet couscous dessert,196.2,29.69,3.81,7.69,15.89,2.18,9.37,30.94,16.72638822856506,30.510559822305485,False
Sweetened yogurt (Shrikhand),107.18,16.02,5.27,2.89,15.81,0.08,9.95,183.02,19.754433371911954,27.307025363701495,False
Thickened sweetened milk (Rabri),102.79,10.55,3.52,5.35,10.09,0.19,0.0,111.87,16.156019817445234,22.895600015997253,False
Gram flour halwa (Besan halwa),276.79,25.78,5.88,17.3,15.83,1.82,33.12,77.42,19.8980052855027,36.39689355875984,False
Prawn sandwich,169.65,11.89,10.36,9.27,1.21,1.55,40.7,75.53,27.036490271430168,16.801756071744062,False
Watercress sandwich,229.42,28.03,5.17,11.47,1.81,2.26,26.56,98.16,21.95002625846171,20.28166365076544,False
Fish sandwich ,150.2,10.09,4.72,10.37,1.04,1.23,8.41,47.28,18.379468193836864,16.998947498302826,False
Kidney bean sandwich with cottage cheese,176.64,18.86,9.85,6.84,3.69,3.66,2.67,166.63,32.41045089948149,15.135573645655676,False
Finger millet biscuit (Ragi biscuit),458.56,52.69,4.03,25.79,16.9,5.97,64.19,207.04,27.63249526631393,44.93760852286389,False
Buttermilk biscuit,322.54,34.93,5.76,17.5,3.44,1.18,45.41,67.16,19.621457171059745,27.403955702363834,False
Lemon cookies,394.48,42.19,5.63,23.02,23.47,0.78,82.16,72.04,16.542740825661394,51.6094319662966,False
Sweet potato biscuit (Shakarkand ke biscuit),296.4,38.13,5.14,13.31,2.53,2.27,33.83,56.34,20.52876482901092,23.528904331450565,False
Raspberry shortbread cookies,441.12,61.25,3.0,21.25,40.86,0.75,54.36,13.81,9.58143984124764,67.14157581199127,False
Pumpkin cookies ,218.4,44.69,2.51,3.93,31.62,1.06,22.23,19.36,11.176391832625306,45.86166880068267,False
Greenpea cookies,159.42,23.07,6.53,4.24,14.45,5.32,0.0,48.45,26.288690236309286,23.930842685188285,False
Sunflower cookies,520.62,40.06,9.49,36.28,24.28,3.95,26.38,70.45,26.556462999451643,53.09319341308162,False
Cardamom cookies (Elaichi cookies),400.49,53.99,5.1,19.12,38.99,2.79,111.21,25.21,16.156733428957764,65.47499466586059,False
Hazelnut cookies,493.32,39.44,6.25,34.97,22.01,2.45,46.99,47.43,19.36734690453748,53.31856606584838,False
Milk cookies,459.43,48.43,10.49,24.96,22.06,0.99,67.93,251.59,28.614326504883557,49.511989863080125,False
Cranberry cookies,272.48,36.39,3.92,12.66,19.96,1.13,58.22,36.16,14.558597345348211,41.15055308257053,False
Olive biscuit,438.29,55.01,3.2,23.75,32.27,0.82,48.63,10.76,10.75225149596383,59.67973767982018,False
Tutti fruitti biscuit,420.78,53.12,5.21,17.9,15.75,5.43,44.48,23.81,23.30563548804556,38.91012799170612,False
Peach blueberry preserves,177.38,45.76,0.53,0.2,45.33,1.14,0.0,9.03,7.1198819111567495,55.45074292718039,False
Pear preserves (Naashpati ka murabba),101.24,25.67,0.25,0.19,25.19,3.06,0.0,6.57,12.052501747182053,34.629893792580546,False
Starfruit preserves ,128.93,33.62,0.24,0.12,33.47,0.78,0.0,5.24,7.323932296795146,43.88831612186697,False
Gooseberry pickle (Amla ka achaar),278.58,7.61,1.55,27.61,0.36,3.7,0.0,31.17,17.517123714292197,24.677657642825977,False
Lotus stem pickle (Kamal kakdi ka achar),102.69,20.07,1.44,1.6,2.53,8.58,0.0,137.73,28.96500245213668,11.341388820003804,False
Date pickle (Khajoor ka achaar),182.29,34.66,1.68,4.21,30.47,5.2,0.0,41.49,17.80340577022706,40.95552809088169,False
Garlic pickle (Lahasun ka achar),413.62,9.75,3.72,39.88,2.32,5.13,0.0,54.66,22.884539495035217,32.101285109480884,False
Fermented bamboo shoot pickle (Mesu pickle),59.83,1.73,1.58,5.59,0.29,2.24,0.0,16.62,15.296224360061359,12.87416901720868,False
Sweet peach pickle (Aadoo ka achaar),144.64,37.01,0.46,0.2,36.46,1.32,0.0,11.99,8.375679620792988,46.6158602852696,False
Pickled mustard greens ,13.12,1.05,1.51,0.22,0.02,1.7,0.0,81.44,16.36233588063313,10.03952663651641,False
Small onion pickle ,16.86,2.76,1.65,0.64,2.99,1.09,0.0,31.95,13.767043608834456,13.211536922260724,False
Green tomato pickle (Haray tamatar ka achaar),193.26,2.87,1.23,19.67,0.77,1.74,0.0,14.22,13.521774387968101,21.52996628719882,False
Pickled cabbage ,13.69,2.56,0.39,0.14,2.08,0.61,0.0,15.96,10.958451058254132,12.892586363593738,False
Coconut pickle (Nariyal ka aachar),517.26,11.53,3.02,51.71,8.98,6.35,0.0,44.78,22.694084232903347,44.185495386525616,False
Potato pickle (Aloo ka achaar),369.14,7.87,2.07,36.46,0.82,2.21,0.0,48.46,15.950234475567045,30.710437803719334,False
Mango murabba candy,293.35,77.32,0.27,0.05,74.73,0.95,0.0,16.55,3.488258648513126,84.84145937751695,False
Afghani chicken,151.51,1.95,15.66,9.07,0.83,0.31,42.14,35.14,30.817049281253027,14.573931123175132,False
Fish orly,563.7,4.27,5.87,58.18,0.24,0.33,11.78,9.55,16.162084343339618,42.169260989021836,False
Hariyali Fish Tikka,150.24,2.21,14.01,9.41,0.83,0.99,43.28,34.86,29.760418389014184,15.050666048667647,False
Chicken manchurian,142.34,6.06,9.53,11.96,0.9,0.41,37.88,26.52,22.63603037541372,17.56588328026693,False
Handi chicken,166.02,1.49,12.32,12.46,0.75,0.67,33.71,26.85,26.743191604720703,16.622202573399534,False
Lemon chicken,169.79,0.55,20.2,9.66,0.16,0.16,60.15,17.4,36.008692381549125,13.958010015769792,False
Lemon butter fish,160.25,0.75,16.38,10.26,0.23,0.36,46.11,18.66,31.3883931382657,14.568420991902665,False
Baked eggs in tomato sauce,80.05,3.78,4.92,5.22,2.03,0.01,77.26,71.94,17.180005254120843,19.386054753469544,False
Egg in a pepper,128.78,0.17,12.64,8.68,0.05,0.17,345.88,48.25,26.220021849351326,33.45043507259751,False
Spinach mushroom scrambled egg (Palak mushroom bhurji),158.85,0.59,13.28,11.51,0.1,0.39,276.56,140.31,30.229385873182512,30.4501840167859,False
Corn omelette/omlet,166.93,1.57,11.37,12.89,0.41,0.02,253.36,96.22,25.82497115074881,30.892447446120425,False
Cajun chicken,184.94,1.94,12.69,13.99,1.1,0.89,39.32,156.98,31.28964796012879,17.97919784685143,False
Paaner do pyaza,127.7,3.41,4.22,10.87,2.2,0.84,15.07,57.22,17.22934957679005,18.530309243263993,False
Cabbage manchurian (Pattagobhi manchurian),224.26,4.85,0.64,22.48,0.33,0.37,0.18,3.18,10.123419370746923,23.73305068616116,False
Gobi 65,278.29,3.59,0.56,29.11,0.29,0.57,0.29,12.37,10.45612938270023,27.122775797887673,False
